,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
129,137.0,13.207339536360731,-52.76637962703143,13.774693161307258,12.94036644714081,46.09188309203678,106.0,154.60401459854015,221.0
130,185.0,15.347615963921077,83.95268531824173,17.258724634909328,13.857959252396888,51.798989873223334,106.0,169.32027027027027,235.0
131,161.0,14.317526556719258,85.2470335784976,15.756609968497967,13.084753813682216,47.62741699796952,106.0,155.69099378881987,223.0
132,207.0,16.23454913941803,-22.6185686823023,17.66710425834788,15.045563314330042,55.87005768508881,106.0,164.8828502415459,229.0
133,224.25,16.89745448009434,68.54856613643487,18.90744444891046,15.421922895761035,58.698484809834994,106.0,157.80602006688963,211.0
134,160.75,14.306406146065385,15.64770709863541,17.256965322352823,12.517460947549605,56.698484809834994,107.0,163.04510108864696,244.0
135,129.75,12.85312533702941,42.30157034196704,13.637604738357402,12.192661927366089,42.798989873223334,106.0,147.57803468208093,189.0
136,9.75,3.523362819972964,52.529696566130625,4.812875907978603,2.6892411078862426,11.82842712474619,106.0,117.1025641025641,136.0
137,81.75,10.202319970580199,-11.810082836913386,11.321796286847011,9.87369684574899,35.60660171779821,106.0,168.9755351681957,220.0
138,340.5,20.821576909118168,70.22889590227983,32.216850974778005,16.126811916984106,127.18986283848344,106.0,163.84581497797356,235.0
139,107.25,11.685672474138842,-27.961731113302275,11.919929723919681,11.64529972881107,38.62741699796952,106.0,156.24009324009324,216.0
140,89.5,10.674967880691588,-5.179247570917482,12.240953885625155,9.53649294061511,39.55634918610404,106.0,160.7290502793296,219.0
141,255.5,18.03642713177513,74.75894820883786,19.647981393972373,16.659438857465272,60.81980515339463,106.0,166.49804305283757,227.0
142,227.0,17.000746355818674,87.35204407507264,19.242008043758073,15.167667249820669,58.8700576850888,106.0,161.76211453744494,223.0
143,238.75,17.435192608787553,40.28700378015794,19.845207317986347,16.19778750185759,71.698484809835,106.0,162.39685863874345,231.0
144,206.75,16.224742705941285,19.80954458529332,18.12475194394116,14.922954878355435,64.89087296526012,106.0,168.7097944377267,248.0
145,252.0,17.91246396432554,-42.6572063704877,18.709514862345408,18.024498722088495,73.64823227814082,106.0,159.046626984127,230.0
146,170.0,14.712264360219255,-72.69129279151414,16.51976118607428,13.393296716248326,56.04163056034261,106.0,165.18529411764706,232.0
147,140.0,13.351162356249091,8.155253928002093,17.18778656571614,11.248322691830593,51.970562748477136,106.0,167.48035714285714,245.0
148,204.0,16.11647812414279,34.54610682619105,16.83687236389309,15.47266614203638,52.92031021678297,106.0,171.05392156862746,229.0
149,183.25,15.274853405932202,62.46332325983933,19.03335909448915,12.476085833777978,58.334523779156065,106.0,175.14870395634378,231.0
150,195.0,15.756957549709801,77.5119943213114,17.859373242604956,14.706147095611502,57.4558441227157,106.0,170.03205128205127,238.0
151,156.0,14.093451279891855,61.82127136876827,14.741383615252612,13.7636844659313,48.2634559672906,106.0,158.37339743589743,228.0
152,440.0,23.66908109081279,53.189911194625395,40.13815834745312,16.2599993281816,121.5685424949238,106.0,171.21193181818182,232.0
153,285.0,19.04923279949934,28.260944839101246,32.52409909656827,13.43349446666918,94.49747468305833,106.0,152.52456140350878,235.0
154,42.5,7.356132180109627,0.1609339371603131,14.349043924248072,4.0102495046763975,31.760407640085653,106.0,149.9294117647059,217.0
155,3.75,2.1850968611841584,45.00001609038752,2.309401076758503,2.0132891827388666,5.707106781186548,108.0,114.33333333333333,128.0
156,185.75,15.378694529593743,-11.762886189280026,15.870614522401485,15.465196719082163,55.40559159102155,106.0,169.84522207267833,237.0
157,198.75,15.907745268142609,60.70194883353073,23.153305955859175,13.653141558918245,100.21625176280136,107.0,158.37358490566038,221.0
